😀 :grinning_face:
🕧 :twelve-thirty:
🕐 :one_o’clock:
🕜 :one-thirty:
🕑 :two_o’clock:
🕝 :two-thirty:
🕒 :three_o’clock:
🕞 :three-thirty:
🕓 :four_o’clock:
🕟 :four-thirty:
🕔 :five_o’clock:
🕠 :five-thirty:
🕕 :six_o’clock:
🕡 :six-thirty:
🕖 :seven_o’clock:
🕢 :seven-thirty:
🕗 :eight_o’clock:
🕣 :eight-thirty:
🕘 :nine_o’clock:
🕤 :nine-thirty:
🕙 :ten_o’clock:
🕥 :ten-thirty:
🕚 :eleven_o’clock:
🕦 :eleven-thirty:
🌑 :new_moon:
🌒 :waxing_crescent_moon:
🌓 :first_quarter_moon:
🌔 :waxing_gibbous_moon:
🌕 :full_moon:
🌖 :waning_gibbous_moon:
🌗 :last_quarter_moon:
🌘 :waning_crescent_moon:
🌙 :crescent_moon:
🌚 :new_moon_face:
🌛 :first_quarter_moon_face:
🌜 :last_quarter_moon_face:
🌡 :thermometer:
☀ :sun:
🌝 :full_moon_face:
🌞 :sun_with_face:
🪐 :ringed_planet:
⭐ :star:
🌟 :glowing_star:
🌠 :shooting_star:
🌌 :milky_way:
☁ :cloud:
⛅ :sun_behind_cloud:
⛈ :cloud_with_lightning_and_rain:
🌤 :sun_behind_small_cloud:
🌥 :sun_behind_large_cloud:
🌦 :sun_behind_rain_cloud:
🌧 :cloud_with_rain:
🌨 :cloud_with_snow:
🌩 :cloud_with_lightning:
🌪 :tornado:
🌫 :fog:
🌬 :wind_face:
🌀 :cyclone:
🌈 :rainbow:
🌂 :closed_umbrella:
☂ :umbrella:
☔ :umbrella_with_rain_drops:
⛱ :umbrella_on_ground:
⚡ :high_voltage:
❄ :snowflake:
☃ :snowman:
⛄ :snowman_without_snow:
☄ :comet:
🔥 :fire:
💧 :droplet:
🌊 :water_wave:
🎃 :jack-o-lantern:
🎄 :christmas_tree:
🎆 :fireworks:
🎇 :sparkler:
🧨 :firecracker:
✨ :sparkles:
🎈 :balloon:
🎉 :party_popper:
🎊 :confetti_ball:
🎋 :tanabata_tree:
🎍 :pine_decoration:
🎎 :japanese_dolls:
🎏 :carp_streamer:
🎐 :wind_chime:
🎑 :moon_viewing_ceremony:
🧧 :red_envelope:
🎀 :ribbon:
🎁 :wrapped_gift:
🎗 :reminder_ribbon:
🎟 :admission_tickets:
🎫 :ticket:
🎖 :military_medal:
🏆 :trophy:
🏅 :sports_medal:
🥇 :1st_place_medal:
🥈 :2nd_place_medal:
🥉 :3rd_place_medal:
⚽ :soccer_ball:
⚾ :baseball:
🥎 :softball:
🏀 :basketball:
🏐 :volleyball:
🏈 :american_football:
🏉 :rugby_football:
🎾 :tennis:
🥏 :flying_disc:
🎳 :bowling:
🏏 :cricket_game:
🏑 :field_hockey:
🏒 :ice_hockey:
🥍 :lacrosse:
🏓 :ping_pong:
🏸 :badminton:
🥊 :boxing_glove:
🥋 :martial_arts_uniform:
🥅 :goal_net:
⛳ :flag_in_hole:
⛸ :ice_skate:
🎣 :fishing_pole:
🤿 :diving_mask:
🎽 :running_shirt:
🎿 :skis:
🛷 :sled:
🥌 :curling_stone:
🎯 :bullseye:
🪀 :yo-yo:
🪁 :kite:
🔫 :water_pistol:
🎱 :pool_8_ball:
🔮 :crystal_ball:
🪄 :magic_wand:
🎮 :video_game:
🕹 :joystick:
🎰 :slot_machine:
🎲 :game_die:
🧩 :puzzle_piece:
🧸 :teddy_bear:
🪅 :piñata:
🪩 :mirror_ball:
🪆 :nesting_dolls:
♠ :spade_suit:
♥ :heart_suit:
♦ :diamond_suit:
♣ :club_suit:
♟ :chess_pawn:
🃏 :joker:
🀄 :mahjong_red_dragon:
🎴 :flower_playing_cards:
🎭 :performing_arts:
🖼 :framed_picture:
🎨 :artist_palette:
🧵 :thread:
🪡 :sewing_needle:
🧶 :yarn:
🪢 :knot:
👓 :glasses:
🕶 :sunglasses:
🥽 :goggles:
🥼 :lab_coat:
🦺 :safety_vest:
👔 :necktie:
👕 :t-shirt:
👖 :jeans:
🧣 :scarf:
🧤 :gloves:
🧥 :coat:
🧦 :socks:
👗 :dress:
👘 :kimono:
🥻 :sari:
🩱 :one-piece_swimsuit:
🩲 :briefs:
🩳 :shorts:
👙 :bikini:
👚 :woman’s_clothes:
🪭 :folding_hand_fan:
👛 :purse:
👜 :handbag:
👝 :clutch_bag:
🛍 :shopping_bags:
🎒 :backpack:
🩴 :thong_sandal:
👞 :man’s_shoe:
👟 :running_shoe:
🥾 :hiking_boot:
🥿 :flat_shoe:
👠 :high-heeled_shoe:
👡 :woman’s_sandal:
🩰 :ballet_shoes:
👢 :woman’s_boot:
🪮 :hair_pick:
👑 :crown:
👒 :woman’s_hat:
🎩 :top_hat:
🎓 :graduation_cap:
🧢 :billed_cap:
🪖 :military_helmet:
⛑ :rescue_worker’s_helmet:
📿 :prayer_beads:
💄 :lipstick:
💍 :ring:
💎 :gem_stone:
🔇 :muted_speaker:
🔈 :speaker_low_volume:
🔉 :speaker_medium_volume:
🔊 :speaker_high_volume:
📢 :loudspeaker:
📣 :megaphone:
📯 :postal_horn:
🔔 :bell:
🔕 :bell_with_slash:
🎼 :musical_score:
🎵 :musical_note:
🎶 :musical_notes:
🎙 :studio_microphone:
🎚 :level_slider:
🎛 :control_knobs:
🎤 :microphone:
🎧 :headphone:
📻 :radio:
🎷 :saxophone:
🪗 :accordion:
🎸 :guitar:
🎹 :musical_keyboard:
🎺 :trumpet:
🎻 :violin:
🪕 :banjo:
🥁 :drum:
🪘 :long_drum:
🪇 :maracas:
🪈 :flute:
🪉 :⊛_harp:
📱 :mobile_phone:
📲 :mobile_phone_with_arrow:
☎ :telephone:
📞 :telephone_receiver:
📟 :pager:
📠 :fax_machine:
🔋 :battery:
🪫 :low_battery:
🔌 :electric_plug:
💻 :laptop:
🖥 :desktop_computer:
🖨 :printer:
⌨ :keyboard:
🖱 :computer_mouse:
🖲 :trackball:
💽 :computer_disk:
💾 :floppy_disk:
💿 :optical_disk:
📀 :dvd:
🧮 :abacus:
🎥 :movie_camera:
🎞 :film_frames:
📽 :film_projector:
🎬 :clapper_board:
📺 :television:
📷 :camera:
📸 :camera_with_flash:
📹 :video_camera:
📼 :videocassette:
🔍 :magnifying_glass_tilted_left:
🔎 :magnifying_glass_tilted_right:
🕯 :candle:
💡 :light_bulb:
🔦 :flashlight:
🏮 :red_paper_lantern:
🪔 :diya_lamp:
📔 :notebook_with_decorative_cover:
📕 :closed_book:
📖 :open_book:
📗 :green_book:
📘 :blue_book:
📙 :orange_book:
📚 :books:
📓 :notebook:
📒 :ledger:
📃 :page_with_curl:
📜 :scroll:
📄 :page_facing_up:
📰 :newspaper:
🗞 :rolled-up_newspaper:
📑 :bookmark_tabs:
🔖 :bookmark:
🏷 :label:
💰 :money_bag:
🪙 :coin:
💴 :yen_banknote:
💵 :dollar_banknote:
💶 :euro_banknote:
💷 :pound_banknote:
💸 :money_with_wings:
💳 :credit_card:
🧾 :receipt:
💹 :chart_increasing_with_yen:
✉ :envelope:
📧 :e-mail:
📨 :incoming_envelope:
📩 :envelope_with_arrow:
📤 :outbox_tray:
📥 :inbox_tray:
📦 :package:
📫 :closed_mailbox_with_raised_flag:
📪 :closed_mailbox_with_lowered_flag:
📬 :open_mailbox_with_raised_flag:
📭 :open_mailbox_with_lowered_flag:
📮 :postbox:
🗳 :ballot_box_with_ballot:
✏ :pencil:
✒ :black_nib:
🖋 :fountain_pen:
🖊 :pen:
🖌 :paintbrush:
🖍 :crayon:
📝 :memo:
💼 :briefcase:
📁 :file_folder:
📂 :open_file_folder:
🗂 :card_index_dividers:
📅 :calendar:
📆 :tear-off_calendar:
🗒 :spiral_notepad:
🗓 :spiral_calendar:
📇 :card_index:
📈 :chart_increasing:
📉 :chart_decreasing:
📊 :bar_chart:
📋 :clipboard:
📌 :pushpin:
📍 :round_pushpin:
📎 :paperclip:
🖇 :linked_paperclips:
📏 :straight_ruler:
📐 :triangular_ruler:
✂ :scissors:
🗃 :card_file_box:
🗄 :file_cabinet:
🗑 :wastebasket:
🔒 :locked:
🔓 :unlocked:
🔏 :locked_with_pen:
🔐 :locked_with_key:
🔑 :key:
🗝 :old_key:
🔨 :hammer:
🪓 :axe:
⛏ :pick:
⚒ :hammer_and_pick:
🛠 :hammer_and_wrench:
🗡 :dagger:
⚔ :crossed_swords:
💣 :bomb:
🪃 :boomerang:
🏹 :bow_and_arrow:
🛡 :shield:
🪚 :carpentry_saw:
🔧 :wrench:
🪛 :screwdriver:
🔩 :nut_and_bolt:
⚙ :gear:
🗜 :clamp:
⚖ :balance_scale:
🦯 :white_cane:
🔗 :link:
⛓️‍💥 :broken_chain:
⛓ :chains:
🪝 :hook:
🧰 :toolbox:
🧲 :magnet:
🪜 :ladder:
🪏 :⊛_shovel:
⚗ :alembic:
🧪 :test_tube:
🧫 :petri_dish:
🧬 :dna:
🔬 :microscope:
🔭 :telescope:
📡 :satellite_antenna:
💉 :syringe:
🩸 :drop_of_blood:
💊 :pill:
🩹 :adhesive_bandage:
🩼 :crutch:
🩺 :stethoscope:
🩻 :x-ray:
🚪 :door:
🛗 :elevator:
🪞 :mirror:
🪟 :window:
🛏 :bed:
🛋 :couch_and_lamp:
🪑 :chair:
🚽 :toilet:
🪠 :plunger:
🚿 :shower:
🛁 :bathtub:
🪤 :mouse_trap:
🪒 :razor:
🧴 :lotion_bottle:
🧷 :safety_pin:
🧹 :broom:
🧺 :basket:
🧻 :roll_of_paper:
🪣 :bucket:
🧼 :soap:
🫧 :bubbles:
🪥 :toothbrush:
🧽 :sponge:
🧯 :fire_extinguisher:
🛒 :shopping_cart:
🚬 :cigarette:
⚰ :coffin:
🪦 :headstone:
⚱ :funeral_urn:
🧿 :nazar_amulet:
🪬 :hamsa:
🗿 :moai:
🪧 :placard:
🪪 :identification_card:
🏧 :atm_sign:
🚮 :litter_in_bin_sign:
🚰 :potable_water:
♿ :wheelchair_symbol:
🚹 :men’s_room:
🚺 :women’s_room:
🚻 :restroom:
🚼 :baby_symbol:
🚾 :water_closet:
🛂 :passport_control:
🛃 :customs:
🛄 :baggage_claim:
🛅 :left_luggage:
⚠ :warning:
🚸 :children_crossing:
⛔ :no_entry:
🚫 :prohibited:
🚳 :no_bicycles:
🚭 :no_smoking:
🚯 :no_littering:
🚱 :non-potable_water:
🚷 :no_pedestrians:
📵 :no_mobile_phones:
🔞 :no_one_under_eighteen:
☢ :radioactive:
☣ :biohazard:
⬆ :up_arrow:
↗ :up-right_arrow:
➡ :right_arrow:
↘ :down-right_arrow:
⬇ :down_arrow:
↙ :down-left_arrow:
⬅ :left_arrow:
↖ :up-left_arrow:
↕ :up-down_arrow:
↔ :left-right_arrow:
↩ :right_arrow_curving_left:
↪ :left_arrow_curving_right:
⤴ :right_arrow_curving_up:
⤵ :right_arrow_curving_down:
🔃 :clockwise_vertical_arrows:
🔄 :counterclockwise_arrows_button:
🔙 :back_arrow:
🔚 :end_arrow:
🔛 :on!_arrow:
🔜 :soon_arrow:
🔝 :top_arrow:
🛐 :place_of_worship:
⚛ :atom_symbol:
🕉 :om:
✡ :star_of_david:
☸ :wheel_of_dharma:
☯ :yin_yang:
✝ :latin_cross:
☦ :orthodox_cross:
☪ :star_and_crescent:
☮ :peace_symbol:
🕎 :menorah:
🔯 :dotted_six-pointed_star:
🪯 :khanda:
♈ :aries:
♉ :taurus:
♊ :gemini:
♋ :cancer:
♌ :leo:
♍ :virgo:
♎ :libra:
♏ :scorpio:
♐ :sagittarius:
♑ :capricorn:
♒ :aquarius:
♓ :pisces:
⛎ :ophiuchus:
🔀 :shuffle_tracks_button:
🔁 :repeat_button:
🔂 :repeat_single_button:
▶ :play_button:
⏩ :fast-forward_button:
⏭ :next_track_button:
⏯ :play_or_pause_button:
◀ :reverse_button:
⏪ :fast_reverse_button:
⏮ :last_track_button:
🔼 :upwards_button:
⏫ :fast_up_button:
🔽 :downwards_button:
⏬ :fast_down_button:
⏸ :pause_button:
⏹ :stop_button:
⏺ :record_button:
⏏ :eject_button:
🎦 :cinema:
🔅 :dim_button:
🔆 :bright_button:
📶 :antenna_bars:
🛜 :wireless:
📳 :vibration_mode:
📴 :mobile_phone_off:
♀ :female_sign:
♂ :male_sign:
⚧ :transgender_symbol:
✖ :multiply:
➕ :plus:
➖ :minus:
➗ :divide:
🟰 :heavy_equals_sign:
♾ :infinity:
‼ :double_exclamation_mark:
⁉ :exclamation_question_mark:
❓ :red_question_mark:
❔ :white_question_mark:
❕ :white_exclamation_mark:
❗ :red_exclamation_mark:
〰 :wavy_dash:
💱 :currency_exchange:
💲 :heavy_dollar_sign:
⚕ :medical_symbol:
♻ :recycling_symbol:
⚜ :fleur-de-lis:
🔱 :trident_emblem:
📛 :name_badge:
🔰 :japanese_symbol_for_beginner:
⭕ :hollow_red_circle:
✅ :check_mark_button:
☑ :check_box_with_check:
✔ :check_mark:
❌ :cross_mark:
❎ :cross_mark_button:
➰ :curly_loop:
➿ :double_curly_loop:
〽 :part_alternation_mark:
✳ :eight-spoked_asterisk:
✴ :eight-pointed_star:
❇ :sparkle:
© :copyright:
® :registered:
™ :trade_mark:
🫟 :⊛_splatter:
#️⃣ :keycap_#:
*️⃣ :keycap_*:
0️⃣ :keycap_0:
1️⃣ :keycap_1:
2️⃣ :keycap_2:
3️⃣ :keycap_3:
4️⃣ :keycap_4:
5️⃣ :keycap_5:
6️⃣ :keycap_6:
7️⃣ :keycap_7:
8️⃣ :keycap_8:
9️⃣ :keycap_9:
🔟 :keycap_10:
🔠 :input_latin_uppercase:
🔡 :input_latin_lowercase:
🔢 :input_numbers:
🔣 :input_symbols:
🔤 :input_latin_letters:
🅰 :a_button_(blood_type):
🆎 :ab_button_(blood_type):
🅱 :b_button_(blood_type):
🆑 :cl_button:
🆒 :cool_button:
🆓 :free_button:
ℹ :information:
🆔 :id_button:
Ⓜ :circled_m:
🆕 :new_button:
🆖 :ng_button:
🅾 :o_button_(blood_type):
🆗 :ok_button:
🅿 :p_button:
🆘 :sos_button:
🆙 :up!_button:
🆚 :vs_button:
🈁 :japanese_“here”_button:
🈂 :japanese_“service_charge”_button:
🈷 :japanese_“monthly_amount”_button:
🈶 :japanese_“not_free_of_charge”_button:
🈯 :japanese_“reserved”_button:
🉐 :japanese_“bargain”_button:
🈹 :japanese_“discount”_button:
🈚 :japanese_“free_of_charge”_button:
🈲 :japanese_“prohibited”_button:
🉑 :japanese_“acceptable”_button:
🈸 :japanese_“application”_button:
🈴 :japanese_“passing_grade”_button:
🈳 :japanese_“vacancy”_button:
㊗ :japanese_“congratulations”_button:
㊙ :japanese_“secret”_button:
🈺 :japanese_“open_for_business”_button:
🈵 :japanese_“no_vacancy”_button:
🔴 :red_circle:
🟠 :orange_circle:
🟡 :yellow_circle:
🟢 :green_circle:
🔵 :blue_circle:
🟣 :purple_circle:
🟤 :brown_circle:
⚫ :black_circle:
⚪ :white_circle:
🟥 :red_square:
🟧 :orange_square:
🟨 :yellow_square:
🟩 :green_square:
🟦 :blue_square:
🟪 :purple_square:
🟫 :brown_square:
⬛ :black_large_square:
⬜ :white_large_square:
◼ :black_medium_square:
◻ :white_medium_square:
◾ :black_medium-small_square:
◽ :white_medium-small_square:
▪ :black_small_square:
▫ :white_small_square:
🔶 :large_orange_diamond:
🔷 :large_blue_diamond:
🔸 :small_orange_diamond:
🔹 :small_blue_diamond:
🔺 :red_triangle_pointed_up:
🔻 :red_triangle_pointed_down:
💠 :diamond_with_a_dot:
🔘 :radio_button:
🔳 :white_square_button:
🔲 :black_square_button:
🏁 :chequered_flag:
🚩 :triangular_flag:
🎌 :crossed_flags:
🏴 :black_flag:
🏳 :white_flag:
🏳️‍🌈 :rainbow_flag:
🏳️‍⚧️ :transgender_flag:
🏴‍☠️ :pirate_flag:
🇦🇨 :flag_ascension_island:
🇦🇩 :flag_andorra:
🇦🇪 :flag_united_arab_emirates:
🇦🇫 :flag_afghanistan:
🇦🇬 :flag_antigua_&_barbuda:
🇦🇮 :flag_anguilla:
🇦🇱 :flag_albania:
🇦🇲 :flag_armenia:
🇦🇴 :flag_angola:
🇦🇶 :flag_antarctica:
🇦🇷 :flag_argentina:
🇦🇸 :flag_american_samoa:
🇦🇹 :flag_austria:
🇦🇺 :flag_australia:
🇦🇼 :flag_aruba:
🇦🇽 :flag_åland_islands:
🇦🇿 :flag_azerbaijan:
🇧🇦 :flag_bosnia_&_herzegovina:
🇧🇧 :flag_barbados:
🇧🇩 :flag_bangladesh:
🇧🇪 :flag_belgium:
🇧🇫 :flag_burkina_faso:
🇧🇬 :flag_bulgaria:
🇧🇭 :flag_bahrain:
🇧🇮 :flag_burundi:
🇧🇯 :flag_benin:
🇧🇱 :flag_st._barthélemy:
🇧🇲 :flag_bermuda:
🇧🇳 :flag_brunei:
🇧🇴 :flag_bolivia:
🇧🇶 :flag_caribbean_netherlands:
🇧🇷 :flag_brazil:
🇧🇸 :flag_bahamas:
🇧🇹 :flag_bhutan:
🇧🇻 :flag_bouvet_island:
🇧🇼 :flag_botswana:
🇧🇾 :flag_belarus:
🇧🇿 :flag_belize:
🇨🇦 :flag_canada:
🇨🇨 :flag_cocos_(keeling)_islands:
🇨🇩 :flag_congo_-_kinshasa:
🇨🇫 :flag_central_african_republic:
🇨🇬 :flag_congo_-_brazzaville:
🇨🇭 :flag_switzerland:
🇨🇮 :flag_côte_d’ivoire:
🇨🇰 :flag_cook_islands:
🇨🇱 :flag_chile:
🇨🇲 :flag_cameroon:
🇨🇳 :flag_china:
🇨🇴 :flag_colombia:
🇨🇵 :flag_clipperton_island:
🇨🇶 :⊛_flag_sark:
🇨🇷 :flag_costa_rica:
🇨🇺 :flag_cuba:
🇨🇻 :flag_cape_verde:
🇨🇼 :flag_curaçao:
🇨🇽 :flag_christmas_island:
🇨🇾 :flag_cyprus:
🇨🇿 :flag_czechia:
🇩🇪 :flag_germany:
🇩🇬 :flag_diego_garcia:
🇩🇯 :flag_djibouti:
🇩🇰 :flag_denmark:
🇩🇲 :flag_dominica:
🇩🇴 :flag_dominican_republic:
🇩🇿 :flag_algeria:
🇪🇦 :flag_ceuta_&_melilla:
🇪🇨 :flag_ecuador:
🇪🇪 :flag_estonia:
🇪🇬 :flag_egypt:
🇪🇭 :flag_western_sahara:
🇪🇷 :flag_eritrea:
🇪🇸 :flag_spain:
🇪🇹 :flag_ethiopia:
🇪🇺 :flag_european_union:
🇫🇮 :flag_finland:
🇫🇯 :flag_fiji:
🇫🇰 :flag_falkland_islands:
🇫🇲 :flag_micronesia:
🇫🇴 :flag_faroe_islands:
🇫🇷 :flag_france:
🇬🇦 :flag_gabon:
🇬🇧 :flag_united_kingdom:
🇬🇩 :flag_grenada:
🇬🇪 :flag_georgia:
🇬🇫 :flag_french_guiana:
🇬🇬 :flag_guernsey:
🇬🇭 :flag_ghana:
🇬🇮 :flag_gibraltar:
🇬🇱 :flag_greenland:
🇬🇲 :flag_gambia:
🇬🇳 :flag_guinea:
🇬🇵 :flag_guadeloupe:
🇬🇶 :flag_equatorial_guinea:
🇬🇷 :flag_greece:
🇬🇸 :flag_south_georgia_&_south_sandwich_islands:
🇬🇹 :flag_guatemala:
🇬🇺 :flag_guam:
🇬🇼 :flag_guinea-bissau:
🇬🇾 :flag_guyana:
🇭🇰 :flag_hong_kong_sar_china:
🇭🇲 :flag_heard_&_mcdonald_islands:
🇭🇳 :flag_honduras:
🇭🇷 :flag_croatia:
🇭🇹 :flag_haiti:
🇭🇺 :flag_hungary:
🇮🇨 :flag_canary_islands:
🇮🇩 :flag_indonesia:
🇮🇪 :flag_ireland:
🇮🇱 :flag_israel:
🇮🇲 :flag_isle_of_man:
🇮🇳 :flag_india:
🇮🇴 :flag_british_indian_ocean_territory:
🇮🇶 :flag_iraq:
🇮🇷 :flag_iran:
🇮🇸 :flag_iceland:
🇮🇹 :flag_italy:
🇯🇪 :flag_jersey:
🇯🇲 :flag_jamaica:
🇯🇴 :flag_jordan:
🇯🇵 :flag_japan:
🇰🇪 :flag_kenya:
🇰🇬 :flag_kyrgyzstan:
🇰🇭 :flag_cambodia:
🇰🇮 :flag_kiribati:
🇰🇲 :flag_comoros:
🇰🇳 :flag_st._kitts_&_nevis:
🇰🇵 :flag_north_korea:
🇰🇷 :flag_south_korea:
🇰🇼 :flag_kuwait:
🇰🇾 :flag_cayman_islands:
🇰🇿 :flag_kazakhstan:
🇱🇦 :flag_laos:
🇱🇧 :flag_lebanon:
🇱🇨 :flag_st._lucia:
🇱🇮 :flag_liechtenstein:
🇱🇰 :flag_sri_lanka:
🇱🇷 :flag_liberia:
🇱🇸 :flag_lesotho:
🇱🇹 :flag_lithuania:
🇱🇺 :flag_luxembourg:
🇱🇻 :flag_latvia:
🇱🇾 :flag_libya:
🇲🇦 :flag_morocco:
🇲🇨 :flag_monaco:
🇲🇩 :flag_moldova:
🇲🇪 :flag_montenegro:
🇲🇫 :flag_st._martin:
🇲🇬 :flag_madagascar:
🇲🇭 :flag_marshall_islands:
🇲🇰 :flag_north_macedonia:
🇲🇱 :flag_mali:
🇲🇲 :flag_myanmar_(burma):
🇲🇳 :flag_mongolia:
🇲🇴 :flag_macao_sar_china:
🇲🇵 :flag_northern_mariana_islands:
🇲🇶 :flag_martinique:
🇲🇷 :flag_mauritania:
🇲🇸 :flag_montserrat:
🇲🇹 :flag_malta:
🇲🇺 :flag_mauritius:
🇲🇻 :flag_maldives:
🇲🇼 :flag_malawi:
🇲🇽 :flag_mexico:
🇲🇾 :flag_malaysia:
🇲🇿 :flag_mozambique:
🇳🇦 :flag_namibia:
🇳🇨 :flag_new_caledonia:
🇳🇪 :flag_niger:
🇳🇫 :flag_norfolk_island:
🇳🇬 :flag_nigeria:
🇳🇮 :flag_nicaragua:
🇳🇱 :flag_netherlands:
🇳🇴 :flag_norway:
🇳🇵 :flag_nepal:
🇳🇷 :flag_nauru:
🇳🇺 :flag_niue:
🇳🇿 :flag_new_zealand:
🇴🇲 :flag_oman:
🇵🇦 :flag_panama:
🇵🇪 :flag_peru:
🇵🇫 :flag_french_polynesia:
🇵🇬 :flag_papua_new_guinea:
🇵🇭 :flag_philippines:
🇵🇰 :flag_pakistan:
🇵🇱 :flag_poland:
🇵🇲 :flag_st._pierre_&_miquelon:
🇵🇳 :flag_pitcairn_islands:
🇵🇷 :flag_puerto_rico:
🇵🇸 :flag_palestinian_territories:
🇵🇹 :flag_portugal:
🇵🇼 :flag_palau:
🇵🇾 :flag_paraguay:
🇶🇦 :flag_qatar:
🇷🇪 :flag_réunion:
🇷🇴 :flag_romania:
🇷🇸 :flag_serbia:
🇷🇺 :flag_russia:
🇷🇼 :flag_rwanda:
🇸🇦 :flag_saudi_arabia:
🇸🇧 :flag_solomon_islands:
🇸🇨 :flag_seychelles:
🇸🇩 :flag_sudan:
🇸🇪 :flag_sweden:
🇸🇬 :flag_singapore:
🇸🇭 :flag_st._helena:
🇸🇮 :flag_slovenia:
🇸🇯 :flag_svalbard_&_jan_mayen:
🇸🇰 :flag_slovakia:
🇸🇱 :flag_sierra_leone:
🇸🇲 :flag_san_marino:
🇸🇳 :flag_senegal:
🇸🇴 :flag_somalia:
🇸🇷 :flag_suriname:
🇸🇸 :flag_south_sudan:
🇸🇹 :flag_são_tomé_&_príncipe:
🇸🇻 :flag_el_salvador:
🇸🇽 :flag_sint_maarten:
🇸🇾 :flag_syria:
🇸🇿 :flag_eswatini:
🇹🇦 :flag_tristan_da_cunha:
🇹🇨 :flag_turks_&_caicos_islands:
🇹🇩 :flag_chad:
🇹🇫 :flag_french_southern_territories:
🇹🇬 :flag_togo:
🇹🇭 :flag_thailand:
🇹🇯 :flag_tajikistan:
🇹🇰 :flag_tokelau:
🇹🇱 :flag_timor-leste:
🇹🇲 :flag_turkmenistan:
🇹🇳 :flag_tunisia:
🇹🇴 :flag_tonga:
🇹🇷 :flag_türkiye:
🇹🇹 :flag_trinidad_&_tobago:
🇹🇻 :flag_tuvalu:
🇹🇼 :flag_taiwan:
🇹🇿 :flag_tanzania:
🇺🇦 :flag_ukraine:
🇺🇬 :flag_uganda:
🇺🇲 :flag_u.s._outlying_islands:
🇺🇳 :flag_united_nations:
🇺🇸 :flag_united_states:
🇺🇾 :flag_uruguay:
🇺🇿 :flag_uzbekistan:
🇻🇦 :flag_vatican_city:
🇻🇨 :flag_st._vincent_&_grenadines:
🇻🇪 :flag_venezuela:
🇻🇬 :flag_british_virgin_islands:
🇻🇮 :flag_u.s._virgin_islands:
🇻🇳 :flag_vietnam:
🇻🇺 :flag_vanuatu:
🇼🇫 :flag_wallis_&_futuna:
🇼🇸 :flag_samoa:
🇽🇰 :flag_kosovo:
🇾🇪 :flag_yemen:
🇾🇹 :flag_mayotte:
🇿🇦 :flag_south_africa:
🇿🇲 :flag_zambia:
🇿🇼 :flag_zimbabwe:
🏴󠁧󠁢󠁥󠁮󠁧󠁿 :flag_england:
🏴󠁧󠁢󠁳󠁣󠁴󠁿 :flag_scotland:
🏴󠁧󠁢󠁷󠁬󠁳󠁿 :flag_wales:
